bf_00008545,9
bf_00003963,9
bf_00001202,9
bf_00002491,9
bf_00022598,9
bf_00008485,9
bf_00003014,9
bf_00024949,9
bf_00002380,9
bf_00020138,9
bf_00006664,9
bf_00009677,9
bf_00012807,9
bf_00011939,9
bf_00026282,9
bf_00023978,9
bf_00004171,9
bf_00000657,9
bf_00011408,9
bf_00013670,9
bf_00016572,9
bf_00016924,9
bf_00016526,9
bf_00013537,9
bf_00006134,9
bf_00016621,9
bf_00018798,9
bf_00000272,9
bf_00002533,9
bf_00002932,9
bf_00008502,9
bf_00014825,9
bf_00023235,9
bf_00016637,9
bf_00023997,9
bf_00012953,9
bf_00021952,9
bf_00007776,9
bf_00000835,9
bf_00022466,9
bf_00023950,9
bf_00001418,9
bf_00018102,9
bf_00022955,9
bf_00023860,9
bf_00019614,9
bf_00014179,9
bf_00001434,9
bf_00014394,9
bf_00017361,9
bf_00012822,9
bf_00024482,9
bf_00006924,9
bf_00024658,9
bf_00025013,9
bf_00015107,9
bf_00025192,9
bf_00025426,9
bf_00007754,9
bf_00007845,9
bf_00000536,9
bf_00009289,9
bf_00010279,9
bf_00006722,9
bf_00026019,9
bf_00006234,9
bf_00015528,9
bf_00000481,9
bf_00008299,9
bf_00016334,9
bf_00013756,9
bf_00015520,9
bf_00020446,9
bf_00005799,9
bf_00024650,9
bf_00001381,9
bf_00023258,9
bf_00016363,9
bf_00005186,9
bf_00014529,9
bf_00018193,9
bf_00000928,9
bf_00026113,9
bf_00000408,9
bf_00000600,9
bf_00007977,9
bf_00007265,9
bf_00000564,9
bf_00017412,9
bf_00020591,9
bf_00014747,9
bf_00005459,9
bf_00021747,9
bf_00001187,9
bf_00019496,9
bf_00000222,9
bf_00003147,9
bf_00002054,9
bf_00006560,9
bf_00003221,9
bf_00006357,9
bf_00003564,9
bf_00007492,9
bf_00014127,9
bf_00014058,9
bf_00017289,9
bf_00015979,9
bf_00010153,9
bf_00008721,9
bf_00008867,9
bf_00010233,9
bf_00020870,9
bf_00002603,9
bf_00009918,9
bf_00010519,9
bf_00024013,9
bf_00025781,9
bf_00016658,9
bf_00009819,9
bf_00001791,9
bf_00016881,9
bf_00007269,9
bf_00023069,9
bf_00011502,9
bf_00017418,9
bf_00014616,9
bf_00009832,9
bf_00017184,9
bf_00015076,9
bf_00018814,9
bf_00010587,9
bf_00016127,9
bf_00017887,9
bf_00017451,9
bf_00000549,9
bf_00006904,9
bf_00014819,9
bf_00002289,9
bf_00009000,9
bf_00023809,9
bf_00022763,9
bf_00011355,9
bf_00001422,9
bf_00007101,9
bf_00022086,9
bf_00004942,9
bf_00007362,9
bf_00005181,9
bf_00000830,9
bf_00003144,9
bf_00014121,9
bf_00024348,9
bf_00011839,9
bf_00015832,9
bf_00020882,9
bf_00012665,9
bf_00010184,9
bf_00000312,9
bf_00000119,9
bf_00004621,9
bf_00021983,9
bf_00002547,9
bf_00006408,9
bf_00005971,9
bf_00015056,9
bf_00012714,9
bf_00004118,9
bf_00008651,9
bf_00000968,9
bf_00017375,9
bf_00010487,9
bf_00021128,9
bf_00025354,9
bf_00012616,9
bf_00000196,9
bf_00024481,9
bf_00007055,9
bf_00006790,9
bf_00026304,9
bf_00014901,9
bf_00015984,9
bf_00006049,9
bf_00014445,9
bf_00008051,9
bf_00014703,9
bf_00000722,9
bf_00002860,9
bf_00016846,9
bf_00018105,9
bf_00023351,9
bf_00000217,9
bf_00012666,9
bf_00001541,9
